Date,Close,High,Low,Open,Volume,return,future_5d_return,ma5,ma10,volatility
2010-01-19,1150.22998046875,1150.449951171875,1135.77001953125,1136.030029296875,4724830000,0.012499626599363545,-0.05047680682064681,1143.3239990234374,1142.3929931640625,0.0070745134871757955
2010-01-20,1138.0400390625,1147.949951171875,1129.25,1147.949951171875,4810560000,-0.010597829662970737,-0.03562268256914425,1143.6880126953124,1142.5449951171875,0.008002140663840286
2010-01-21,1116.47998046875,1141.5799560546875,1114.8399658203125,1138.6800537109375,6874290000,-0.01894490338978838,-0.02861668075630064,1137.847998046875,1140.4789916992188,0.010018133644601085
2010-01-22,1091.760009765625,1115.489990234375,1090.1800537109375,1115.489990234375,6208650000,-0.022140988764300484,-0.016386398556838544,1126.5080078125,1135.4859985351563,0.011622446687500019
2010-01-25,1096.780029296875,1102.969970703125,1092.4000244140625,1092.4000244140625,4481390000,0.004598098012701168,-0.006920337431281287,1118.6580078125,1130.6660034179688,0.01175387226999029
2010-01-26,1092.1700439453125,1103.68994140625,1089.8599853515625,1095.800048828125,4731910000,-0.004203199573680982,0.010208943566582862,1107.0460205078125,1125.185009765625,0.011566863705232616
2010-01-27,1097.5,1099.510009765625,1083.1099853515625,1091.93994140625,5319120000,0.004880152210944955,-0.00020042888667426428,1098.9380126953124,1121.3130126953124,0.011818998677883389
2010-01-28,1084.530029296875,1100.219970703125,1078.4599609375,1096.9300537109375,5452400000,-0.011817740959567224,-0.01975053098271473,1092.5480224609375,1115.1980102539062,0.011304198594487525
2010-01-29,1073.8699951171875,1096.449951171875,1071.5899658203125,1087.6099853515625,5412850000,-0.009829173828039273,-0.007151753700036512,1088.97001953125,1107.739013671875,0.011020718557389377
2010-02-01,1089.18994140625,1089.3800048828125,1073.8900146484375,1073.8900146484375,4077610000,0.014266108894671836,-0.029792738564936583,1087.452001953125,1103.0550048828125,0.012691296368457537
2010-02-02,1103.3199462890625,1104.72998046875,1087.9599609375,1090.050048828125,4749540000,0.01297294837718499,-0.029728390996766385,1089.681982421875,1098.3640014648438,0.01276089525689266
2010-02-03,1097.280029296875,1102.719970703125,1093.969970703125,1100.6700439453125,4285450000,-0.00547431142933863,-0.026565711245780665,1089.63798828125,1094.2880004882813,0.012571652078101497
2010-02-04,1063.1099853515625,1097.25,1062.780029296875,1097.25,5859690000,-0.031140677888039425,0.014448162055860081,1085.3539794921876,1088.9510009765625,0.014648913140389307
2010-02-05,1066.18994140625,1067.1300048828125,1044.5,1064.1199951171875,6438900000,0.002897118921960873,0.008741470911911131,1083.81796875,1086.393994140625,0.013443726531914078
2010-02-08,1056.739990234375,1071.199951171875,1056.510009765625,1065.510009765625,4089820000,-0.00886329049344714,0.036082674295647266,1077.327978515625,1082.389990234375,0.013351563344672262
2010-02-09,1070.52001953125,1079.280029296875,1060.06005859375,1060.06005859375,5114260000,0.013040132316577413,0.027080287809161163,1070.7679931640625,1080.2249877929687,0.01434592977026554
2010-02-10,1068.1300048828125,1073.6700439453125,1059.3399658203125,1069.6800537109375,4251450000,-0.0022325735201887964,0.03615664286242448,1064.93798828125,1077.28798828125,0.014146984704748128
2010-02-11,1078.469970703125,1080.0400390625,1060.5899658203125,1067.0999755859375,4400870000,0.009680437561949251,0.028466321804187178,1068.0099853515626,1076.681982421875,0.014226891698777758
2010-02-12,1075.510009765625,1077.81005859375,1062.969970703125,1075.949951171875,4160680000,-0.002744592819371894,0.030218221778412158,1069.8739990234376,1076.8459838867188,0.013881149673501238
2010-02-16,1094.8699951171875,1095.6700439453125,1079.1300048828125,1079.1300048828125,4080770000,0.01800074864554846,-0.0002466224597023059,1077.5,1077.4139892578125,0.014342995130002674
2010-02-17,1099.510009765625,1101.030029296875,1094.719970703125,1096.1400146484375,4259230000,0.0042379594555796984,0.005211394546531967,1083.297998046875,1077.0329956054688,0.013760838008681936
2010-02-18,1106.75,1108.239990234375,1097.47998046875,1099.030029296875,3878620000,0.006584742448973557,-0.0034425648012197385,1091.0219970703124,1077.9799926757812,0.013781481329609001
2010-02-19,1109.1700439453125,1112.4200439453125,1100.800048828125,1105.489990234375,3944280000,0.002186622042297248,-0.004219419498826871,1097.16201171875,1082.5859985351562,0.007960153341512965
2010-02-22,1108.010009765625,1112.2900390625,1105.3800048828125,1110.0,3814440000,-0.0010458578339902491,0.006949351634019774,1103.66201171875,1086.7680053710938,0.008131994797237082
2010-02-23,1094.5999755859375,1108.5799560546875,1092.1800537109375,1107.489990234375,4521050000,-0.012102809596931441,0.021660957004060455,1103.6080078125,1090.55400390625,0.008738179801584324
2010-02-24,1105.239990234375,1106.4200439453125,1095.5,1095.8900146484375,4168360000,0.00972045942422195,0.012259824968196886,1104.75400390625,1094.0260009765625,0.008394320815833984
2010-02-25,1102.93994140625,1103.5,1086.02001953125,1101.239990234375,4521130000,-0.002081040179913507,0.018160580231899814,1103.9919921875,1097.5069946289063,0.008383496951420492
2010-02-26,1104.489990234375,1107.239990234375,1097.56005859375,1103.0999755859375,3945190000,0.0014053791778985136,0.030973536419502068,1103.0559814453125,1100.1089965820313,0.008080475897182915
2010-03-01,1115.7099609375,1116.1099853515625,1105.3599853515625,1105.3599853515625,3847640000,0.01015850827289455,0.020426490629652738,1104.5959716796874,1104.1289916992187,0.008194228145349884
2010-03-02,1118.31005859375,1123.4599609375,1116.510009765625,1117.010009765625,4134680000,0.0023304422719907514,0.019797633409436965,1109.33798828125,1106.472998046875,0.006474905502263622
2010-03-03,1118.7900390625,1125.6400146484375,1116.5799560546875,1119.3599853515625,3951320000,0.00042920160206150193,0.02397227840134919,1112.047998046875,1108.4010009765625,0.006449720781032622
2010-03-04,1122.969970703125,1123.72998046875,1116.6600341796875,1119.1199951171875,3945010000,0.0037361180334851696,0.024283836827956762,1116.05400390625,1110.022998046875,0.006273377108900039
2010-03-05,1138.699951171875,1139.3800048828125,1125.1199951171875,1125.1199951171875,4133000000,0.014007480947064943,0.009914849869696596,1122.89599609375,1112.9759887695313,0.007429755676693948
2010-03-08,1138.5,1141.050048828125,1136.77001953125,1138.4000244140625,3774680000,-0.00017559601339156572,0.010548976517896325,1127.45400390625,1116.0249877929687,0.007386551160024
2010-03-09,1140.449951171875,1145.3699951171875,1134.9000244140625,1137.56005859375,5185570000,0.0017127370855292146,0.016668868060444986,1131.881982421875,1120.6099853515625,0.005298131923679014
2010-03-10,1145.6099853515625,1148.260009765625,1140.0899658203125,1140.219970703125,5469120000,0.00452455995494172,0.01798166553132452,1137.2459716796875,1124.6469848632812,0.004930359522696846
2010-03-11,1150.239990234375,1150.239990234375,1138.989990234375,1143.9599609375,4669060000,0.004041519314613495,0.01355366354210652,1142.6999755859374,1129.3769897460938,0.004507889783176904
2010-03-12,1149.989990234375,1153.4100341796875,1146.969970703125,1151.7099609375,4928160000,-0.00021734594703937127,0.008617496033741734,1144.9579833984376,1133.9269897460938,0.004647396345432375
2010-03-15,1150.510009765625,1150.97998046875,1141.449951171875,1148.530029296875,4164110000,0.000452194832708086,0.013298492580035681,1147.3599853515625,1137.4069946289062,0.0042254015642809286
2010-03-16,1159.4599609375,1160.280029296875,1150.3499755859375,1150.8299560546875,4369770000,0.0077791163013856135,0.012687012491503724,1151.1619873046875,1141.5219848632812,0.004462089676867896
2010-03-17,1166.2099609375,1169.8399658203125,1159.93994140625,1159.93994140625,4963200000,0.005821675803744153,0.0012948009502604663,1155.281982421875,1146.2639770507812,0.004357030756653502
2010-03-18,1165.8299560546875,1167.77001953125,1161.1600341796875,1166.1300048828125,4234510000,-0.0003258460273372066,-8.575486109130281e-05,1158.3999755859375,1150.5499755859375,0.004585164806825065
2010-03-19,1159.9000244140625,1169.199951171875,1155.3299560546875,1166.6800537109375,5212410000,-0.005086446449439896,0.005767687960545942,1160.381982421875,1152.6699829101562,0.003742887183595744
2010-03-22,1165.81005859375,1167.8199462890625,1152.8800048828125,1157.25,4261680000,0.005095296193887933,0.006356020052111333,1163.4419921875,1155.4009887695313,0.0037962775571419834
2010-03-23,1174.1700439453125,1174.719970703125,1163.8299560546875,1166.469970703125,4411640000,0.007170966908320198,-0.0007665196525014073,1166.3840087890626,1158.772998046875,0.00407208898175299
2010-03-24,1167.719970703125,1173.0400390625,1166.010009765625,1172.699951171875,4705750000,-0.005493304207041971,0.0014644632709182037,1166.6860107421876,1160.9839965820313,0.00480187548565985
2010-03-25,1165.72998046875,1180.68994140625,1165.0899658203125,1170.030029296875,5668900000,-0.001704167338318907,0.010611372551483589,1166.666015625,1162.5329956054688,0.004863674821240663
2010-03-26,1166.5899658203125,1173.9300537109375,1161.47998046875,1167.5799560546875,4708420000,0.000737722599547963,0.017872582652703084,1168.00400390625,1164.1929931640625,0.0048388082894642035
2010-03-29,1173.219970703125,1174.8499755859375,1167.7099609375,1167.7099609375,4375580000,0.005683234964352302,0.013825174398799378,1169.485986328125,1166.4639892578125,0.004999667841783527
2010-03-30,1173.27001953125,1177.8299560546875,1168.9200439453125,1173.75,4085000000,4.265937281555665e-05,0.007824227575756737,1169.3059814453125,1167.8449951171874,0.004581605545120898
2010-03-31,1169.4300537109375,1174.56005859375,1165.77001953125,1171.75,4484340000,-0.00327287474868454,0.01454545112923622,1169.647998046875,1168.1670043945312,0.004462059131051864
2010-04-01,1178.0999755859375,1181.4300537109375,1170.68994140625,1171.22998046875,4006870000,0.0074138011482498545,0.013810389498699394,1172.1219970703125,1169.3940063476562,0.004984982721749358
2010-04-05,1187.43994140625,1187.72998046875,1178.7099609375,1178.7099609375,3881620000,0.00792799084446738,0.007613049508671699,1176.2919921875,1172.147998046875,0.0049005389613671416
2010-04-06,1189.43994140625,1191.800048828125,1182.77001953125,1186.010009765625,4086180000,0.0016842957106795176,0.006608242373786544,1179.535986328125,1174.510986328125,0.004806820178014147
2010-04-07,1182.449951171875,1189.5999755859375,1177.25,1188.22998046875,5101430000,-0.005876707172041695,0.02384885145814386,1181.37197265625,1175.3389770507813,0.005019138699993954
2010-04-08,1186.43994140625,1188.550048828125,1175.1199951171875,1181.75,4726970000,0.003374341747336196,0.021265385341931564,1184.7739501953124,1177.2109741210938,0.004563190354347708
2010-04-09,1194.3699951171875,1194.6600341796875,1187.1500244140625,1187.469970703125,4511570000,0.00668390656297202,-0.0018754575579866817,1188.0279541015625,1180.0749755859374,0.0046580836192982025
2010-04-12,1196.47998046875,1199.199951171875,1194.7099609375,1194.93994140625,4607090000,0.0017666094762833762,0.00086924903005281,1189.8359619140624,1183.0639770507812,0.004627572772384531
2010-04-13,1197.300048828125,1199.0400390625,1188.8199462890625,1195.93994140625,5403580000,0.0006854008197059169,0.008243543568588363,1191.4079833984374,1185.4719848632812,0.004519327524178874
2010-04-14,1210.6500244140625,1210.6500244140625,1198.68994140625,1198.68994140625,5760040000,0.011150066851666862,-0.00389054054667215,1197.047998046875,1189.2099853515624,0.005274888366018145
2010-04-15,1211.6700439453125,1213.9200439453125,1208.5,1210.77001953125,5995330000,0.0008425387276917995,-0.0024759215720409067,1202.0940185546874,1193.433984375,0.004862179495138743
2010-04-16,1192.1300048828125,1210.1700439453125,1186.77001953125,1210.1700439453125,8108470000,-0.016126534744455467,0.021096712867767042,1201.6460205078124,1194.8369873046875,0.007676126064220175
2010-04-19,1197.52001953125,1197.8699951171875,1183.6800537109375,1192.06005859375,6597740000,0.004521331252766547,0.012133433312089936,1201.8540283203124,1195.8449951171874,0.007416103325183205
2010-04-20,1207.1700439453125,1208.5799560546875,1199.0400390625,1199.0400390625,5316590000,0.008058340784849571,-0.019433950606610018,1203.82802734375,1197.6180053710937,0.007759774665063414
2010-04-21,1205.93994140625,1210.989990234375,1198.8499755859375,1207.1600341796875,5724310000,-0.0010189969053922,-0.012090117885709795,1202.8860107421874,1199.9670043945312,0.007389329316455597
2010-04-22,1208.6700439453125,1210.27001953125,1190.18994140625,1202.52001953125,6035780000,0.002263879356942944,-0.0015637143138487186,1202.2860107421875,1202.1900146484375,0.007374605099162767
2010-04-23,1217.280029296875,1217.280029296875,1205.0999755859375,1207.8699951171875,5326060000,0.0071235200993795544,-0.025129869179152164,1207.316015625,1204.4810180664062,0.007407642663099004
2010-04-26,1212.050048828125,1219.800048828125,1211.0699462890625,1217.0699462890625,5647760000,-0.004296448099761374,-0.008077256440000569,1210.222021484375,1206.0380249023438,0.007665821556405683
2010-04-27,1183.7099609375,1211.3800048828125,1181.6199951171875,1209.9200439453125,7454540000,-0.023381945257149872,-0.008540931212199454,1205.5300048828126,1204.6790161132812,0.010958294487530761
2010-04-28,1191.3599853515625,1195.050048828125,1181.81005859375,1184.5899658203125,6342310000,0.006462752419523099,-0.021395707886607496,1202.614013671875,1202.7500122070312,0.010465919399191073
2010-04-29,1206.780029296875,1209.3599853515625,1193.300048828125,1193.300048828125,6059410000,0.012943228020842135,-0.06515686618432515,1202.2360107421875,1202.2610107421874,0.011429157432880171
2010-04-30,1186.68994140625,1207.989990234375,1186.3199462890625,1206.77001953125,6048260000,-0.016647680109796337,-0.06388352498682281,1196.1179931640625,1201.7170043945312,0.01151001518607561
2010-05-03,1202.260009765625,1205.1300048828125,1188.5799560546875,1188.5799560546875,4938050000,0.013120586781854904,-0.03537506774858634,1194.1599853515625,1202.1910034179687,0.012217782887584067
2010-05-04,1173.5999755859375,1197.5,1168.1199951171875,1197.5,6594720000,-0.02383846584506677,-0.015175474517665766,1192.13798828125,1198.8339965820312,0.014041928309580728
2010-05-05,1165.8699951171875,1175.949951171875,1158.1500244140625,1169.239990234375,6795940000,-0.006586554728659322,0.004974867568782404,1187.039990234375,1194.827001953125,0.014077015755822785
2010-05-06,1128.1500244140625,1167.5799560546875,1065.7900390625,1164.3800048828125,10617810000,-0.032353496411350324,0.0259627854082618,1171.3139892578124,1186.775,0.016592841922841686
2010-05-07,1110.8800048828125,1135.1300048828125,1094.1500244140625,1127.0400390625,9472910000,-0.015308264998017185,0.022324687382181407,1156.152001953125,1176.1349975585938,0.01601581365904681
2010-05-10,1159.72998046875,1163.8499755859375,1122.27001953125,1122.27001953125,6893700000,0.04397412445198401,-0.019651159706407295,1147.64599609375,1170.9029907226563,0.023234525176288857
2010-05-11,1155.7900390625,1170.47998046875,1147.7099609375,1156.3900146484375,5842550000,-0.003397292018489928,-0.03027365615882671,1144.0840087890624,1168.1109985351563,0.022235634971979473
2010-05-12,1171.6700439453125,1172.8699951171875,1155.4300537109375,1155.4300537109375,5225460000,0.013739523915341278,-0.04832418086454915,1145.2440185546875,1166.1420043945313,0.022664225925996283
2010-05-13,1157.43994140625,1173.5699462890625,1156.1400146484375,1170.0400390625,4870640000,-0.012145144968583543,-0.07417229396942415,1151.102001953125,1161.2079956054688,0.022281067746150813
2010-05-14,1135.6800537109375,1157.18994140625,1126.1400146484375,1157.18994140625,6126400000,-0.018800014512092122,-0.04225671847266799,1156.06201171875,1156.1070068359375,0.02242733227548874
2010-05-17,1136.93994140625,1141.8800048828125,1114.9599609375,1136.52001953125,5922920000,0.0011093685155389998,-0.055666895574014164,1151.50400390625,1149.575,0.021709188379277086
2010-05-18,1120.800048828125,1148.6600341796875,1117.199951171875,1138.780029296875,6170840000,-0.014195906037184347,-0.041729137663895854,1144.506005859375,1144.2950073242187,0.02099982372707643
2010-05-19,1115.050048828125,1124.27001953125,1100.6600341796875,1119.5699462890625,6765800000,-0.005130263873571406,-0.04224034401482735,1133.1820068359375,1139.2130126953125,0.02098799384117889
